20240001,2024/01/04,10:37,0,,139,2024/01/04,M,20230587,9911037545,19,1900,2,1 BOX,FIRM REP,"LED BULB,9 W.,B22,220-240 V AC,50HZ",BY HAND MAT. INAT 15:52 HRS. & DTD 01/04/2024 CHECKED,BY DUR SHRI C.B SINGH & S.K NIGAM,,,,N,8535,05GUQPS0887F1ZZ,N,N,76.27,0,0,0,0,18,26084.75
20240002,2024/01/04,10:42,0,,140,2024/01/04,M,20230586,9911037544,50,1500,2,1 BOX,FIRM REP,"20 W,LED FITTING,BATTEN TY.220/240V",BY HAND MAT. INAT 15:52 HRS. & DTD 01/04/2024 CHECKED,BY DUR SHRI C.B SINGH & GATE STAFF S.K NIGAM,,,,N,8535,05GUQPS0887F1ZZ,N,N,139.83,0,0,0,0,18,37754.24
20240003,2024/01/04,10:44,0,,25-Feb,2024/01/04,M,20230567,9911038882,11,11,2,1 BOX,FIRM REP,LAPTOP/NOTEBOOK,BY HAND MAT. INAT 14:30 HRS. & DTD 02/04/2024 CHECKED,BY DUR SHRI C.B SINGH & GATE STAFF INDARDEO,,,,Y,8471,09ABZPP7871J1ZF,N,N,81312.71,9,80499.58,9,80499.58,0,0
20240004,2024/02/04,10:47,0,,24-25/003,2024/02/04,M,20230077,2110025022,35,35,2,1 BOX,FIRM REP,PULLEY,BY HAND MAT. INAT 14:30 HRS. & DTD 02/04/2024 CHECKED,BY DUR SHRI C.B SINGH & GATE STAFF INDARDEO,,,,Y,8804,09AAHFN2396R1ZC,N,N,2372,9,7471.8,9,7471.8,0,0
20240005,2024/03/04,10:50,0,,2,2024/03/04,M,20230399,2103784280,1,1540,2,1 BALE,SHRI RAM,TEAR TAPE NYLON 36 MM U/D,BY VEH NO. UP78FB3455 MAT. INAT 14:35 HRS. & DATED,03/04/2024 CHECKED BY DUR SHRI C.B SINGH & GATE STAFF,PREMLAL,,,Y,5806,09ADWPK1340G1ZE,N,N,89.7143,2.5,3454,2.5,3454,0,0
20240006,2024/03/04,10:52,0,,1,2024/03/04,M,20230298,2101877343,1,160,2,1 BALE,SHRI RAM,WEBBING NYLON 43MM U/D BS=4800KG.,BY HAND MAT. INAT 14:35 HRS. & DTD 03/04/2024 CHECKED,BY DUR SHRI C.B SINGH & GATE STAFF PREMLAL,,,,Y,5806,09ADWPK1340G1ZE,N,N,49.6191,2.5,198.48,2.5,198.48,0,0
20240007,2024/03/04,10:56,0,,2177,2024/03/04,M,20230252,1001729501,10,500,2,10 DARAM,ARJUN SINGH,UNLEADED GASOLINE MOTORSPRIT PETROL,BY VEH NO. UP83G0529 MAT. INAT 13:05 HRS. & DATED,04/04/2024 CHECKED BY DUR SHRI BHARAT SINGH & GATE,STAFF PREMLAL,,,Y,0,09AAAFG6982H1Z3,N,N,94.39,0,0,0,0,0,0
20240008,2024/03/04,10:59,0,,2,2024/03/04,M,20230464,2101221293,52,7312,2,52 ROLLS,FIRM REP,FABRIC COTTON 340GM (DUCK COTTON)OG,BY VEH NO. UP35T8573 MAT. INAT 15:00 HRS. & DATED,04/04/2024 CHECKED BY DUR SHRI AKASH & GATE STAFF,INDARDEO,,,Y,5209,09AAACU8912A1ZJ,N,N,127.59,2.5,23323.45,2.5,23323.45,0,0
20240009,2024/04/04,11:02,0,,1,2024/04/04,M,20230550,9911039049,30,960,2,1 BUNDLE,FIRM REP,TECHNICAL & SERVIC.MANUAL FOR(PTAM),BY HAND MAT. INAT 15:40 HRS. & DTD 04/04/2024 CHECKED,BY DUR SHRI BHARAT SINGH & GATE STAFF S.K NIGAM,,,,Y,4911,09ANEPA8860F1Z0,N,N,60,9,5184,9,5184,0,0
20240010,2024/04/04,11:06,0,,4,2024/04/04,M,20220099,2110071013,1,60,2,1 BOX,FIRM REP,SWIVEL CONE WITH PLATE,BY HAND MAT. INAT 15:50 HRS. & DTD 04/04/2024 CHECKED,BY DUR SHRI BHARAT SINGH & GATE STAFF S.K NIGAM,,,,Y,8804,09AACCS0177M1Z1,N,N,1170,9,6318,9,6318,0,0
20240011,2024/04/04,11:09,0,,3,2024/04/04,M,20230346,2101221216,11,2262,2,11 ROLLS,FIRM REP,FABRIC NYL. LT 37GM U/D 94CMS,BY HAND MAT. INAT 16:00 HRS. & DTD 04/04/2024 CHECKED,BY DUR SHRI ANAND & GATE STAFF INDARDEO,,,,Y,5513,09AAACU8912A1ZJ,N,N,171.429,2.5,9694.31,2.5,9694.31,0,0
20240012,2024/05/04,11:12,0,,995,2024/05/04,M,20230338,2110071001,1,105,2,1 BOX,FIRM REP,DETACHABLE SHROUD LINK,BY HAND MAT. INAT 16:20 HRS. & DTD 05/04/2024 CHECKED,BY DUR SHRI BHARAT SINGH & GATE STAFF PREMLAL,,,,Y,8804,09AACFK8758M2ZJ,N,N,777,9,7342.65,9,7342.65,0,0
20240013,2024/05/04,11:14,0,,M/00018,2024/05/04,M,20230405,2101786992,12,22410,2,12 CARTOON,FIRM REP,"TAPE NYLON 66, 26 MM, 850 KGF U/D",BY HAND MAT. INAT 8:45 HRS. & DTD 05/04/2024 CHECKED,BY DUR SHRI RAMESH & GATE STAFF PREMLAL,,,,Y,5806,09AAACM9362J1Z2,N,N,10.3238,2.5,5783.91,2.5,5783.91,0,0
20240014,2024/05/04,11:17,0,,M/00015,2024/05/04,M,20230061,2101787010,5,8726,2,5 CARTOON,FIRM REP,"TAPE NY.66,26MM BS850 KGF U/D RES/T",BY HAND MAT. INAT 8:45 HRS. & DTD 05/04/2024 CHECKED,BY DUR SHRI RAMESH & GATE STAFF PREMLAL,,,,Y,5806,09AAACM9362J1Z2,N,N,14.9429,2.5,3259.79,2.5,3259.79,0,0
20240015,2024/05/04,11:20,0,,M/00016,2024/05/04,M,20230412,2101126374,1,2180,2,1 BAG,FIRM REP,CORD COTTON BRAIDED 125 KG,BY HAND MAT. INAT 9:00 HRS. & DTD 05/04/2024 CHECKED,BY DUR SHRI RAMESH & GATE STAFF PREMLAL,,,,Y,5607,09AAACM9362J1Z2,N,N,28.3929,6,3713.79,6,3713.79,0,0
20240016,2024/06/04,11:22,0,,12,2024/06/04,M,20230403,2101797031,12,22040,2,12 CARTOON,FIRM REP,"TAPE NYLON 26 MM,350KGF BS, UNDYED",BY HAND MAT. INAT 11:00 HRS. & DTD 06/04/2024 CHECKED 3,BY DUR SHRI BHARAT SINGH & GATE STAFF PREMLAL,,,,Y,5806,09AABCV1571F1ZE,N,N,5.68,2.5,3129.68,2.5,3129.68,0,0
20240017,2024/06/04,11:25,0,,9,2024/06/04,M,20230406,2101797031,26,60997,2,26 BALE,SHRI RAM,"TAPE NYLON 26 MM,350KGF BS, UNDYED",BY VEH NO. UP78CT0406 MAT. INAT 16:00 HRS. & DATED,06/04/2024 CHECKED BY DUR SHRI VISHAL & GATE STAFF,PRADEEP,,,Y,5806,09ADWPK1340G1ZE,N,N,5.6762,2.5,8655.78,2.5,8655.78,0,0
20240018,2024/06/04,11:28,0,,11,2024/06/04,M,20230341,2101877084,1,607,2,1 BALE,SHRI RAM,WEBBING NY.44MM 1000 KGF STEEL GREY,BY VEH NO. UP78CT0406 MAT. INAT 16:00 HRS. & DATED,06/04/2024 CHECKED BY DUR SHRI VISHAL & GATE STAFF,PRADEEP,,,Y,5806,09ADWPK1340G1ZE,N,N,97.8952,2.5,1485.56,2.5,1485.56,0,0
